order_id;item_id;product_id;quantity;list_price;discount;;;;;;2.285.419,32;; 14.874.687,18 
517;1;21;2;269,99;0,07;;;;1464; 5.965,97 ; 0,50 ;;
518;1;16;2;599,99;0,2;;;;1465; 659,99 ; 0,05 ;;
518;2;5;2;1320,99;0,05;;;;1466; 6.748,97 ; 0,37 ;;
518;3;25;2;499,99;0,05;;;;1467; 4.018,98 ; 0,37 ;;
518;4;15;2;529,99;0,2;;;;1468; 11.199,97 ; 0,19 ;;
518;5;11;2;1680,99;0,07;;;;1469; 4.639,96 ; 0,37 ;;
519;1;6;1;469,99;0,07;;;;1470; 3.750,97 ; 0,20 ;;
519;2;16;1;599,99;0,1;;;;1471; 4.399,98 ; 0,27 ;;
519;3;23;2;299,99;0,05;;;;1472; 909,98 ; 0,40 ;;
519;4;18;2;449;0,2;;;;1473; 599,98 ; 0,27 ;;
519;5;7;1;3999,99;0,05;;;;1474; 1.899,98 ; 0,25 ;;
520;1;26;1;599,99;0,1;;;;1475; 4.298,97 ; 0,37 ;;
520;2;24;1;549,99;0,2;;;;1476; 11.939,95 ; 0,41 ;;
520;3;10;1;1549;0,07;;;;1477; 1.549,00 ; 0,20 ;;
521;1;5;1;1320,99;0,2;;;;1478; 1.489,98 ; 0,30 ;;
521;2;14;1;269,99;0,2;;;;;;;;
522;1;4;2;2899,99;0,07;;;;;;;;
522;2;22;2;269,99;0,07;;;;;;;;
522;3;21;1;269,99;0,05;;;;;;;;
523;1;12;1;549,99;0,2;;;;;;;;
523;2;20;1;599,99;0,05;;;;;;;;
523;3;5;2;1320,99;0,1;;;;;;;;
523;4;16;2;599,99;0,07;;;;;;;;
524;1;11;1;1680,99;0,07;;;;;;;;
524;2;2;1;749,99;0,05;;;;;;;;
524;3;9;1;2999,99;0,2;;;;;;;;
524;4;3;2;999,99;0,07;;;;;;;;
524;5;26;1;599,99;0,05;;;;;;;;
525;1;9;2;2999,99;0,07;;;;;;;;
525;2;6;2;469,99;0,07;;;;;;;;
525;3;10;1;1549;0,1;;;;;;;;
526;1;3;2;999,99;0,1;;;;;;;;
526;2;8;1;1799,99;0,1;;;;;;;;
526;3;21;1;269,99;0,05;;;;;;;;
526;4;15;1;529,99;0,07;;;;;;;;
527;1;18;2;449;0,07;;;;;;;;
527;2;4;1;2899,99;0,2;;;;;;;;
527;3;19;1;449;0,1;;;;;;;;
527;4;9;2;2999,99;0,2;;;;;;;;
528;1;21;2;269,99;0,05;;;;;;;;
529;1;12;2;549,99;0,07;;;;;;;;
530;1;2;2;749,99;0,05;;;;;;;;
530;2;4;1;2899,99;0,07;;;;;;;;
530;3;6;2;469,99;0,2;;;;;;;;
531;1;6;1;469,99;0,2;;;;;;;;
531;2;12;2;549,99;0,2;;;;;;;;
531;3;25;1;499,99;0,07;;;;;;;;
532;1;17;2;429;0,07;;;;;;;;
532;2;16;2;599,99;0,2;;;;;;;;
532;3;12;1;549,99;0,1;;;;;;;;
533;1;4;1;2899,99;0,2;;;;;;;;
533;2;12;2;549,99;0,1;;;;;;;;
533;3;10;1;1549;0,2;;;;;;;;
533;4;25;1;499,99;0,05;;;;;;;;
534;1;21;2;269,99;0,05;;;;;;;;
534;2;9;2;2999,99;0,05;;;;;;;;
534;3;2;1;749,99;0,07;;;;;;;;
534;4;24;2;549,99;0,1;;;;;;;;
535;1;24;1;549,99;0,05;;;;;;;;
535;2;15;1;529,99;0,1;;;;;;;;
535;3;22;2;269,99;0,1;;;;;;;;
536;1;22;1;269,99;0,1;;;;;;;;
536;2;2;1;749,99;0,1;;;;;;;;
536;3;12;2;549,99;0,05;;;;;;;;
536;4;14;1;269,99;0,07;;;;;;;;
537;1;10;1;1549;0,05;;;;;;;;
537;2;26;1;599,99;0,05;;;;;;;;
537;3;17;2;429;0,1;;;;;;;;
537;4;25;2;499,99;0,2;;;;;;;;
538;1;2;2;749,99;0,2;;;;;;;;
539;1;9;2;2999,99;0,1;;;;;;;;
539;2;23;1;299,99;0,05;;;;;;;;
539;3;21;2;269,99;0,07;;;;;;;;
540;1;19;1;449;0,1;;;;;;;;
540;2;26;2;599,99;0,1;;;;;;;;
540;3;23;2;299,99;0,07;;;;;;;;
541;1;22;2;269,99;0,05;;;;;;;;
542;1;16;2;599,99;0,2;;;;;;;;
542;2;9;1;2999,99;0,1;;;;;;;;
542;3;20;1;599,99;0,1;;;;;;;;
542;4;19;2;449;0,2;;;;;;;;
543;1;25;1;499,99;0,2;;;;;;;;
543;2;18;1;449;0,2;;;;;;;;
543;3;26;2;599,99;0,05;;;;;;;;
544;1;12;1;549,99;0,05;;;;;;;;
544;2;17;1;429;0,1;;;;;;;;
544;3;21;1;269,99;0,05;;;;;;;;
545;1;25;2;499,99;0,2;;;;;;;;
545;2;6;1;469,99;0,07;;;;;;;;
545;3;24;1;549,99;0,2;;;;;;;;
545;4;20;2;599,99;0,07;;;;;;;;
546;1;17;2;429;0,05;;;;;;;;
546;2;8;1;1799,99;0,1;;;;;;;;
546;3;18;2;449;0,07;;;;;;;;
547;1;11;2;1680,99;0,05;;;;;;;;
547;2;9;1;2999,99;0,2;;;;;;;;
547;3;5;1;1320,99;0,1;;;;;;;;
548;1;8;1;1799,99;0,1;;;;;;;;
548;2;11;2;1680,99;0,07;;;;;;;;
549;1;15;1;529,99;0,07;;;;;;;;
549;2;16;1;599,99;0,05;;;;;;;;
549;3;3;1;999,99;0,07;;;;;;;;
549;4;7;1;3999,99;0,05;;;;;;;;
549;5;13;2;269,99;0,1;;;;;;;;
550;1;4;1;2899,99;0,05;;;;;;;;
551;1;16;1;599,99;0,05;;;;;;;;
551;2;26;1;599,99;0,07;;;;;;;;
551;3;11;2;1680,99;0,2;;;;;;;;
551;4;15;2;529,99;0,2;;;;;;;;
552;1;23;1;299,99;0,2;;;;;;;;
552;2;2;1;749,99;0,2;;;;;;;;
552;3;24;1;549,99;0,2;;;;;;;;
552;4;18;1;449;0,1;;;;;;;;
552;5;19;2;449;0,2;;;;;;;;
553;1;24;1;549,99;0,1;;;;;;;;
553;2;18;2;449;0,07;;;;;;;;
553;3;12;1;549,99;0,07;;;;;;;;
554;1;3;2;999,99;0,07;;;;;;;;
554;2;22;1;269,99;0,05;;;;;;;;
554;3;4;2;2899,99;0,2;;;;;;;;
555;1;8;1;1799,99;0,2;;;;;;;;
555;2;7;1;3999,99;0,1;;;;;;;;
555;3;20;2;599,99;0,07;;;;;;;;
556;1;16;1;599,99;0,1;;;;;;;;
556;2;4;2;2899,99;0,2;;;;;;;;
557;1;9;2;2999,99;0,1;;;;;;;;
557;2;10;1;1549;0,1;;;;;;;;
558;1;7;1;3999,99;0,07;;;;;;;;
558;2;16;1;599,99;0,07;;;;;;;;
558;3;9;1;2999,99;0,1;;;;;;;;
558;4;21;2;269,99;0,05;;;;;;;;
558;5;10;2;1549;0,07;;;;;;;;
559;1;15;2;529,99;0,1;;;;;;;;
559;2;6;1;469,99;0,1;;;;;;;;
559;3;7;2;3999,99;0,07;;;;;;;;
560;1;16;1;599,99;0,05;;;;;;;;
560;2;26;2;599,99;0,1;;;;;;;;
561;1;15;2;529,99;0,05;;;;;;;;
561;2;18;1;449;0,05;;;;;;;;
561;3;5;1;1320,99;0,05;;;;;;;;
561;4;17;2;429;0,07;;;;;;;;
562;1;25;2;499,99;0,07;;;;;;;;
562;2;26;1;599,99;0,05;;;;;;;;
563;1;6;2;469,99;0,1;;;;;;;;
563;2;19;1;449;0,05;;;;;;;;
563;3;13;2;269,99;0,1;;;;;;;;
564;1;4;1;2899,99;0,2;;;;;;;;
564;2;15;1;529,99;0,2;;;;;;;;
565;1;18;1;449;0,2;;;;;;;;
565;2;25;2;499,99;0,1;;;;;;;;
565;3;9;1;2999,99;0,05;;;;;;;;
565;4;17;1;429;0,1;;;;;;;;
566;1;24;2;549,99;0,07;;;;;;;;
566;2;7;2;3999,99;0,2;;;;;;;;
566;3;8;1;1799,99;0,1;;;;;;;;
566;4;21;2;269,99;0,2;;;;;;;;
567;1;9;1;2999,99;0,2;;;;;;;;
567;2;5;1;1320,99;0,07;;;;;;;;
568;1;5;1;1320,99;0,05;;;;;;;;
568;2;10;1;1549;0,05;;;;;;;;
569;1;16;1;599,99;0,05;;;;;;;;
569;2;24;2;549,99;0,1;;;;;;;;
570;1;18;1;449;0,07;;;;;;;;
570;2;24;2;549,99;0,1;;;;;;;;
570;3;3;2;999,99;0,2;;;;;;;;
570;4;11;1;1680,99;0,1;;;;;;;;
570;5;16;1;599,99;0,05;;;;;;;;
571;1;4;1;2899,99;0,05;;;;;;;;
571;2;9;1;2999,99;0,1;;;;;;;;
572;1;3;1;999,99;0,05;;;;;;;;
572;2;13;2;269,99;0,1;;;;;;;;
572;3;11;2;1680,99;0,2;;;;;;;;
573;1;2;1;749,99;0,2;;;;;;;;
574;1;26;1;599,99;0,05;;;;;;;;
574;2;13;2;269,99;0,1;;;;;;;;
574;3;12;2;549,99;0,1;;;;;;;;
574;4;23;2;299,99;0,1;;;;;;;;
574;5;11;2;1680,99;0,05;;;;;;;;
575;1;4;2;2899,99;0,07;;;;;;;;
575;2;12;1;549,99;0,2;;;;;;;;
576;1;9;1;2999,99;0,1;;;;;;;;
577;1;3;2;999,99;0,2;;;;;;;;
578;1;21;1;269,99;0,07;;;;;;;;
578;2;25;2;499,99;0,2;;;;;;;;
578;3;18;2;449;0,05;;;;;;;;
578;4;8;2;1799,99;0,2;;;;;;;;
579;1;7;2;3999,99;0,05;;;;;;;;
579;2;6;1;469,99;0,2;;;;;;;;
580;1;16;2;599,99;0,2;;;;;;;;
580;2;15;1;529,99;0,07;;;;;;;;
580;3;21;2;269,99;0,2;;;;;;;;
580;4;9;2;2999,99;0,07;;;;;;;;
580;5;19;1;449;0,2;;;;;;;;
581;1;8;2;1799,99;0,07;;;;;;;;
582;1;10;2;1549;0,2;;;;;;;;
582;2;17;2;429;0,07;;;;;;;;
583;1;15;2;529,99;0,2;;;;;;;;
584;1;19;1;449;0,07;;;;;;;;
584;2;23;1;299,99;0,07;;;;;;;;
584;3;15;1;529,99;0,1;;;;;;;;
584;4;22;1;269,99;0,05;;;;;;;;
584;5;8;2;1799,99;0,07;;;;;;;;
585;1;10;1;1549;0,2;;;;;;;;
585;2;18;2;449;0,2;;;;;;;;
585;3;15;1;529,99;0,05;;;;;;;;
585;4;12;2;549,99;0,07;;;;;;;;
586;1;11;2;1680,99;0,1;;;;;;;;
586;2;23;2;299,99;0,2;;;;;;;;
587;1;24;1;549,99;0,05;;;;;;;;
587;2;23;1;299,99;0,05;;;;;;;;
587;3;18;1;449;0,05;;;;;;;;
587;4;21;1;269,99;0,2;;;;;;;;
588;1;10;2;1549;0,07;;;;;;;;
588;2;23;1;299,99;0,2;;;;;;;;
589;1;15;2;529,99;0,05;;;;;;;;
590;1;2;2;749,99;0,1;;;;;;;;
590;2;20;1;599,99;0,07;;;;;;;;
590;3;8;2;1799,99;0,05;;;;;;;;
590;4;5;2;1320,99;0,1;;;;;;;;
590;5;24;1;549,99;0,1;;;;;;;;
591;1;16;2;599,99;0,05;;;;;;;;
591;2;25;2;499,99;0,05;;;;;;;;
591;3;2;2;749,99;0,1;;;;;;;;
592;1;21;2;269,99;0,1;;;;;;;;
592;2;16;1;599,99;0,05;;;;;;;;
592;3;18;2;449;0,07;;;;;;;;
593;1;3;2;999,99;0,1;;;;;;;;
593;2;25;1;499,99;0,07;;;;;;;;
594;1;26;1;599,99;0,1;;;;;;;;
594;2;21;2;269,99;0,05;;;;;;;;
595;1;4;1;2899,99;0,07;;;;;;;;
595;2;19;2;449;0,07;;;;;;;;
595;3;3;1;999,99;0,07;;;;;;;;
595;4;10;1;1549;0,07;;;;;;;;
595;5;26;2;599,99;0,05;;;;;;;;
596;1;5;1;1320,99;0,05;;;;;;;;
596;2;23;2;299,99;0,1;;;;;;;;
596;3;9;1;2999,99;0,05;;;;;;;;
597;1;17;2;429;0,2;;;;;;;;
597;2;8;1;1799,99;0,07;;;;;;;;
598;1;4;2;2899,99;0,05;;;;;;;;
598;2;16;2;599,99;0,07;;;;;;;;
598;3;14;1;269,99;0,1;;;;;;;;
599;1;9;2;2999,99;0,05;;;;;;;;
599;2;22;2;269,99;0,2;;;;;;;;
599;3;23;1;299,99;0,07;;;;;;;;
599;4;10;2;1549;0,1;;;;;;;;
600;1;26;2;599,99;0,07;;;;;;;;
600;2;4;1;2899,99;0,2;;;;;;;;
600;3;18;2;449;0,07;;;;;;;;
601;1;12;2;549,99;0,2;;;;;;;;
602;1;15;2;529,99;0,05;;;;;;;;
602;2;5;2;1320,99;0,07;;;;;;;;
603;1;12;1;549,99;0,07;;;;;;;;
603;2;4;1;2899,99;0,1;;;;;;;;
604;1;10;2;1549;0,07;;;;;;;;
604;2;9;2;2999,99;0,2;;;;;;;;
605;1;19;1;449;0,07;;;;;;;;
605;2;25;2;499,99;0,05;;;;;;;;
605;3;13;2;269,99;0,2;;;;;;;;
605;4;11;1;1680,99;0,2;;;;;;;;
606;1;6;2;469,99;0,2;;;;;;;;
606;2;18;2;449;0,05;;;;;;;;
607;1;11;2;1680,99;0,2;;;;;;;;
607;2;26;2;599,99;0,2;;;;;;;;
607;3;14;1;269,99;0,07;;;;;;;;
608;1;4;2;2899,99;0,2;;;;;;;;
608;2;7;2;3999,99;0,1;;;;;;;;
608;3;24;1;549,99;0,1;;;;;;;;
609;1;10;1;1549;0,07;;;;;;;;
609;2;7;1;3999,99;0,1;;;;;;;;
609;3;22;2;269,99;0,1;;;;;;;;
609;4;5;1;1320,99;0,1;;;;;;;;
610;1;26;1;599,99;0,1;;;;;;;;
610;2;24;1;549,99;0,07;;;;;;;;
610;3;18;2;449;0,07;;;;;;;;
610;4;3;1;999,99;0,07;;;;;;;;
610;5;8;1;1799,99;0,1;;;;;;;;
611;1;16;2;599,99;0,07;;;;;;;;
612;1;13;1;269,99;0,1;;;;;;;;
612;2;14;1;269,99;0,1;;;;;;;;
612;3;17;1;429;0,07;;;;;;;;
612;4;20;1;599,99;0,2;;;;;;;;
613;1;9;2;2999,99;0,1;;;;;;;;
613;2;18;2;449;0,05;;;;;;;;
613;3;12;1;549,99;0,07;;;;;;;;
614;1;18;1;449;0,1;;;;;;;;
614;2;21;1;269,99;0,05;;;;;;;;
615;1;11;1;1680,99;0,07;;;;;;;;
615;2;23;1;299,99;0,05;;;;;;;;
615;3;6;2;469,99;0,1;;;;;;;;
615;4;19;2;449;0,1;;;;;;;;
616;1;24;1;549,99;0,2;;;;;;;;
616;2;16;2;599,99;0,2;;;;;;;;
617;1;15;2;529,99;0,2;;;;;;;;
617;2;11;2;1680,99;0,07;;;;;;;;
618;1;17;2;429;0,1;;;;;;;;
618;2;11;1;1680,99;0,07;;;;;;;;
619;1;25;1;499,99;0,07;;;;;;;;
620;1;5;2;1320,99;0,2;;;;;;;;
621;1;17;2;429;0,07;;;;;;;;
622;1;9;2;2999,99;0,07;;;;;;;;
622;2;18;1;449;0,1;;;;;;;;
622;3;10;1;1549;0,2;;;;;;;;
622;4;25;1;499,99;0,07;;;;;;;;
623;1;8;1;1799,99;0,07;;;;;;;;
624;1;21;2;269,99;0,05;;;;;;;;
624;2;16;1;599,99;0,07;;;;;;;;
624;3;22;1;269,99;0,07;;;;;;;;
624;4;14;2;269,99;0,2;;;;;;;;
625;1;17;1;429;0,07;;;;;;;;
625;2;11;2;1680,99;0,2;;;;;;;;
625;3;26;1;599,99;0,07;;;;;;;;
625;4;23;2;299,99;0,1;;;;;;;;
626;1;15;1;529,99;0,2;;;;;;;;
627;1;19;1;449;0,07;;;;;;;;
627;2;9;2;2999,99;0,2;;;;;;;;
627;3;26;1;599,99;0,07;;;;;;;;
628;1;15;2;529,99;0,1;;;;;;;;
629;1;19;1;449;0,05;;;;;;;;
629;2;5;2;1320,99;0,05;;;;;;;;
629;3;23;2;299,99;0,1;;;;;;;;
629;4;14;2;269,99;0,05;;;;;;;;
629;5;6;2;469,99;0,1;;;;;;;;
630;1;5;1;1320,99;0,05;;;;;;;;
630;2;25;1;499,99;0,1;;;;;;;;
630;3;18;2;449;0,1;;;;;;;;
630;4;21;2;269,99;0,07;;;;;;;;
631;1;24;2;549,99;0,07;;;;;;;;
631;2;15;2;529,99;0,07;;;;;;;;
632;1;25;1;499,99;0,2;;;;;;;;
632;2;11;2;1680,99;0,1;;;;;;;;
632;3;15;1;529,99;0,07;;;;;;;;
632;4;6;1;469,99;0,05;;;;;;;;
632;5;22;2;269,99;0,1;;;;;;;;
633;1;12;2;549,99;0,05;;;;;;;;
633;2;13;2;269,99;0,2;;;;;;;;
633;3;5;2;1320,99;0,2;;;;;;;;
633;4;10;2;1549;0,2;;;;;;;;
634;1;4;2;2899,99;0,05;;;;;;;;
634;2;12;1;549,99;0,1;;;;;;;;
635;1;4;1;2899,99;0,05;;;;;;;;
636;1;85;2;329,99;0,2;;;;;;;;
637;1;9;1;2999,99;0,1;;;;;;;;
637;2;106;2;449,99;0,1;;;;;;;;
638;1;103;1;551,99;0,05;;;;;;;;
638;2;56;1;5499,99;0,2;;;;;;;;
638;3;53;2;749,99;0,05;;;;;;;;
639;1;15;1;529,99;0,07;;;;;;;;
639;2;73;1;749,99;0,05;;;;;;;;
639;3;72;1;619,99;0,05;;;;;;;;
639;4;61;2;4999,99;0,1;;;;;;;;
640;1;106;2;449,99;0,05;;;;;;;;
640;2;32;1;469,99;0,07;;;;;;;;
640;3;30;1;999,99;0,07;;;;;;;;
640;4;76;2;299,99;0,07;;;;;;;;
640;5;109;2;416,99;0,2;;;;;;;;
641;1;15;1;529,99;0,05;;;;;;;;
641;2;62;1;3499,99;0,2;;;;;;;;
641;3;64;1;489,99;0,2;;;;;;;;
642;1;68;2;449,99;0,07;;;;;;;;
643;1;53;1;749,99;0,05;;;;;;;;
644;1;9;1;2999,99;0,07;;;;;;;;
645;1;99;1;299,99;0,07;;;;;;;;
645;2;42;2;2299,99;0,05;;;;;;;;
645;3;6;1;469,99;0,05;;;;;;;;
645;4;47;2;5299,99;0,07;;;;;;;;
645;5;21;2;269,99;0,07;;;;;;;;
646;1;15;2;529,99;0,2;;;;;;;;
646;2;4;1;2899,99;0,07;;;;;;;;
646;3;95;1;299,99;0,05;;;;;;;;
646;4;12;1;549,99;0,2;;;;;;;;
647;1;25;2;499,99;0,07;;;;;;;;
647;2;13;1;269,99;0,1;;;;;;;;
648;1;24;1;549,99;0,07;;;;;;;;
649;1;97;2;349,99;0,1;;;;;;;;
649;2;90;1;209,99;0,07;;;;;;;;
649;3;11;2;1680,99;0,1;;;;;;;;
649;4;78;1;647,99;0,05;;;;;;;;
650;1;3;1;999,99;0,2;;;;;;;;
651;1;79;1;402,99;0,1;;;;;;;;
651;2;85;1;329,99;0,05;;;;;;;;
651;3;102;2;489,99;0,05;;;;;;;;
651;4;94;2;249,99;0,05;;;;;;;;
652;1;102;1;489,99;0,1;;;;;;;;
652;2;62;2;3499,99;0,2;;;;;;;;
652;3;67;2;250,99;0,2;;;;;;;;
652;4;23;1;299,99;0,1;;;;;;;;
652;5;74;1;439,99;0,05;;;;;;;;
653;1;6;1;469,99;0,07;;;;;;;;
653;2;43;1;5299,99;0,1;;;;;;;;
653;3;2;2;749,99;0,1;;;;;;;;
653;4;80;1;761,99;0,2;;;;;;;;
653;5;88;2;189,99;0,07;;;;;;;;
654;1;9;1;2999,99;0,1;;;;;;;;
654;2;95;1;299,99;0,1;;;;;;;;
654;3;110;2;470,99;0,07;;;;;;;;
654;4;97;2;349,99;0,07;;;;;;;;
655;1;67;1;250,99;0,1;;;;;;;;
656;1;83;1;149,99;0,1;;;;;;;;
656;2;22;1;269,99;0,07;;;;;;;;
656;3;33;2;469,99;0,05;;;;;;;;
657;1;52;1;875,99;0,05;;;;;;;;
657;2;54;2;3199,99;0,05;;;;;;;;
658;1;49;2;3499,99;0,2;;;;;;;;
658;2;29;1;999,99;0,05;;;;;;;;
658;3;9;1;2999,99;0,05;;;;;;;;
659;1;42;2;2299,99;0,05;;;;;;;;
659;2;39;2;1499,99;0,07;;;;;;;;
659;3;70;1;659,99;0,05;;;;;;;;
659;4;61;2;4999,99;0,07;;;;;;;;
660;1;30;1;999,99;0,2;;;;;;;;
660;2;59;2;2599,99;0,07;;;;;;;;
660;3;47;2;5299,99;0,05;;;;;;;;
660;4;29;2;999,99;0,2;;;;;;;;
661;1;63;2;3499,99;0,07;;;;;;;;
661;2;22;2;269,99;0,05;;;;;;;;
662;1;55;2;2699,99;0,1;;;;;;;;
662;2;95;2;299,99;0,2;;;;;;;;
662;3;102;2;489,99;0,07;;;;;;;;
662;4;22;1;269,99;0,07;;;;;;;;
662;5;106;2;449,99;0,07;;;;;;;;
663;1;41;2;1469,99;0,05;;;;;;;;
663;2;17;2;429;0,2;;;;;;;;
663;3;94;1;249,99;0,05;;;;;;;;
663;4;71;1;416,99;0,07;;;;;;;;
663;5;106;1;449,99;0,2;;;;;;;;
664;1;52;2;875,99;0,07;;;;;;;;
664;2;5;1;1320,99;0,07;;;;;;;;
664;3;50;1;5999,99;0,2;;;;;;;;
664;4;101;2;339,99;0,2;;;;;;;;
664;5;47;1;5299,99;0,07;;;;;;;;
665;1;58;1;4999,99;0,07;;;;;;;;
665;2;42;2;2299,99;0,2;;;;;;;;
665;3;25;2;499,99;0,05;;;;;;;;
666;1;98;2;489,99;0,2;;;;;;;;
666;2;39;1;1499,99;0,05;;;;;;;;
667;1;79;1;402,99;0,2;;;;;;;;
667;2;84;1;109,99;0,1;;;;;;;;
667;3;3;1;999,99;0,2;;;;;;;;
667;4;99;1;299,99;0,1;;;;;;;;
667;5;85;1;329,99;0,05;;;;;;;;
668;1;48;2;1499,99;0,05;;;;;;;;
668;2;19;2;449;0,1;;;;;;;;
669;1;16;2;599,99;0,07;;;;;;;;
669;2;72;1;619,99;0,07;;;;;;;;
670;1;108;1;449,99;0,1;;;;;;;;
670;2;28;1;2499,99;0,07;;;;;;;;
670;3;104;2;481,99;0,2;;;;;;;;
670;4;45;2;869,99;0,05;;;;;;;;
671;1;30;1;999,99;0,05;;;;;;;;
671;2;69;1;416,99;0,05;;;;;;;;
671;3;55;1;2699,99;0,2;;;;;;;;
671;4;4;1;2899,99;0,07;;;;;;;;
671;5;109;2;416,99;0,07;;;;;;;;
672;1;51;2;6499,99;0,07;;;;;;;;
672;2;96;2;349,99;0,2;;;;;;;;
672;3;48;2;1499,99;0,07;;;;;;;;
673;1;66;1;250,99;0,2;;;;;;;;
673;2;38;1;549,99;0,2;;;;;;;;
673;3;5;1;1320,99;0,07;;;;;;;;
673;4;13;1;269,99;0,1;;;;;;;;
674;1;26;2;599,99;0,2;;;;;;;;
675;1;17;1;429;0,05;;;;;;;;
675;2;89;2;209,99;0,05;;;;;;;;
675;3;19;1;449;0,07;;;;;;;;
675;4;32;1;469,99;0,2;;;;;;;;
676;1;70;1;659,99;0,2;;;;;;;;
676;2;104;2;481,99;0,07;;;;;;;;
676;3;24;1;549,99;0,1;;;;;;;;
676;4;29;1;999,99;0,2;;;;;;;;
677;1;75;1;599,99;0,07;;;;;;;;
677;2;7;2;3999,99;0,07;;;;;;;;
677;3;105;2;533,99;0,07;;;;;;;;
677;4;91;2;349,99;0,05;;;;;;;;
677;5;54;2;3199,99;0,1;;;;;;;;
678;1;52;2;875,99;0,05;;;;;;;;
678;2;37;2;379,99;0,07;;;;;;;;
679;1;15;2;529,99;0,2;;;;;;;;
679;2;83;2;149,99;0,05;;;;;;;;
680;1;81;2;1099,99;0,05;;;;;;;;
680;2;7;1;3999,99;0,2;;;;;;;;
680;3;50;1;5999,99;0,07;;;;;;;;
681;1;82;1;659,99;0,05;;;;;;;;
681;2;63;1;3499,99;0,07;;;;;;;;
681;3;61;1;4999,99;0,2;;;;;;;;
681;4;6;2;469,99;0,05;;;;;;;;
681;5;30;1;999,99;0,07;;;;;;;;
682;1;39;1;1499,99;0,2;;;;;;;;
682;2;60;2;1559,99;0,2;;;;;;;;
682;3;99;1;299,99;0,2;;;;;;;;
683;1;2;2;749,99;0,1;;;;;;;;
684;1;56;1;5499,99;0,07;;;;;;;;
684;2;33;1;469,99;0,1;;;;;;;;
685;1;59;1;2599,99;0,05;;;;;;;;
685;2;48;2;1499,99;0,05;;;;;;;;
685;3;107;1;416,99;0,05;;;;;;;;
685;4;98;2;489,99;0,2;;;;;;;;
685;5;56;2;5499,99;0,05;;;;;;;;
686;1;16;1;599,99;0,2;;;;;;;;
686;2;30;1;999,99;0,1;;;;;;;;
686;3;88;2;189,99;0,2;;;;;;;;
686;4;19;2;449;0,2;;;;;;;;
686;5;104;1;481,99;0,2;;;;;;;;
687;1;48;2;1499,99;0,05;;;;;;;;
687;2;95;1;299,99;0,07;;;;;;;;
687;3;5;2;1320,99;0,2;;;;;;;;
687;4;83;1;149,99;0,07;;;;;;;;
688;1;8;1;1799,99;0,1;;;;;;;;
688;2;88;1;189,99;0,05;;;;;;;;
689;1;33;2;469,99;0,1;;;;;;;;
690;1;84;1;109,99;0,2;;;;;;;;
690;2;11;2;1680,99;0,07;;;;;;;;
690;3;85;1;329,99;0,05;;;;;;;;
690;4;109;2;416,99;0,2;;;;;;;;
691;1;23;2;299,99;0,05;;;;;;;;
691;2;5;2;1320,99;0,1;;;;;;;;
691;3;55;2;2699,99;0,2;;;;;;;;
691;4;20;1;599,99;0,2;;;;;;;;
692;1;59;1;2599,99;0,2;;;;;;;;
692;2;75;1;599,99;0,07;;;;;;;;
692;3;15;2;529,99;0,07;;;;;;;;
692;4;56;2;5499,99;0,1;;;;;;;;
693;1;104;2;481,99;0,2;;;;;;;;
693;2;13;1;269,99;0,2;;;;;;;;
693;3;5;2;1320,99;0,05;;;;;;;;
693;4;31;1;1632,99;0,07;;;;;;;;
694;1;48;1;1499,99;0,2;;;;;;;;
694;2;39;1;1499,99;0,05;;;;;;;;
694;3;55;2;2699,99;0,1;;;;;;;;
694;4;103;2;551,99;0,2;;;;;;;;
694;5;45;2;869,99;0,1;;;;;;;;
695;1;82;2;659,99;0,1;;;;;;;;
695;2;57;2;1999,99;0,2;;;;;;;;
696;1;88;2;189,99;0,07;;;;;;;;
696;2;7;1;3999,99;0,1;;;;;;;;
696;3;45;1;869,99;0,07;;;;;;;;
697;1;5;2;1320,99;0,05;;;;;;;;
698;1;96;1;349,99;0,07;;;;;;;;
698;2;12;1;549,99;0,07;;;;;;;;
698;3;40;2;4999,99;0,05;;;;;;;;
699;1;106;2;449,99;0,1;;;;;;;;
699;2;48;1;1499,99;0,07;;;;;;;;
699;3;31;1;1632,99;0,2;;;;;;;;
699;4;24;2;549,99;0,1;;;;;;;;
699;5;82;2;659,99;0,2;;;;;;;;
700;1;7;2;3999,99;0,05;;;;;;;;
700;2;63;1;3499,99;0,2;;;;;;;;
701;1;84;1;109,99;0,05;;;;;;;;
702;1;25;2;499,99;0,05;;;;;;;;
702;2;104;1;481,99;0,1;;;;;;;;
702;3;3;2;999,99;0,07;;;;;;;;
703;1;45;2;869,99;0,2;;;;;;;;
703;2;66;2;250,99;0,05;;;;;;;;
703;3;72;1;619,99;0,2;;;;;;;;
703;4;4;2;2899,99;0,2;;;;;;;;
704;1;10;2;1549;0,05;;;;;;;;
704;2;62;1;3499,99;0,2;;;;;;;;
704;3;100;2;489,99;0,07;;;;;;;;
705;1;61;1;4999,99;0,1;;;;;;;;
706;1;27;1;999,99;0,1;;;;;;;;
706;2;23;2;299,99;0,05;;;;;;;;
706;3;60;1;1559,99;0,2;;;;;;;;
707;1;106;2;449,99;0,05;;;;;;;;
707;2;100;1;489,99;0,07;;;;;;;;
707;3;11;2;1680,99;0,1;;;;;;;;
707;4;26;2;599,99;0,1;;;;;;;;
708;1;6;1;469,99;0,07;;;;;;;;
708;2;47;1;5299,99;0,1;;;;;;;;
